idKorisnik,username,JMBG,ime,prezime,pol,datRodj,adresa,telefon,email,NASELJE_IDNASELJE
761,svetislavsi1305,1710938422882,Svetislav,Siljanović,M,1938-10-17,NOVA 5A,+381 60 647 6173,,803472
762,krunoslavka2071,0808970655463,Krunoslavka,Olarević,F,1970-08-08,MITROVIĆA KRAJ 3,+381 67 704 7540,krunoslavka2071@yahoo.com,744875
763,natalijaada4082,1404953469609,Natalija,Adamović,F,1953-04-14,ŠUMSKA 73A,+381 63 130 1121,,803243
764,ilinkomioči7148,0902970981648,Ilinko,Miočinović,M,1970-02-09,VUKA KARADŽIĆA 12,+381 63 125 5715,ilinkomioči7148@yahoo.com,803286
765,DragaTomazović,2201933979272,Draga,Tomazović,F,1933-01-22,MUŠIĆKI PUT 109B,+381 64 372 1074,,733164
766,MomirkaAgočević,1704981288422,Momirka,Agočević,F,1981-04-17,VALJEVSKA 60,+381 61 428 7137,MomirkaAgočević@yandex.ru,708534
767,vladisavdri6978,1505981141309,Vladisav,Drinčević,M,1981-05-15,IZVORSKA 1,+381 60 142 5504,vladisavdri6978@hotmail.com,728136
768,dobricabala9109,2103992654768,Dobrica,Balančević,M,1992-03-21,DR RADIVOJA GRBIĆA 6,+381 62 856 4378,dobricabala9109@yandex.ru,708895
769,joakimsimče5747,1705001472374,Joakim,Simčetović,M,2001-05-17,DR BOŽIDARA SIMIĆA 21G,+381 61 816 5652,joakimsimče5747@yandex.ru,708895
770,vladanaklas5985,0103932768238,Vladana,Klasanović,F,1932-03-01,KARAĐORĐEVA 5V,+381 67 124 1783,vladanaklas5985@yandex.ru,733440
771,stanicakure7185,0912982068281,Stanica,Kurešević,F,1982-12-09,NIĆIFORA MAKSIMOVIĆA 45,+381 60 486 2881,stanicakure7185@mail.ru,733440
772,svetlanaste975,0904984915932,Svetlana,Stevčević,F,1984-04-09,KNEZA MILOŠA 117,+381 63 043 3180,svetlanaste975@mail.ru,733555
773,DragodanĐapović,2007997360224,Dragodan,Đapović,M,1997-07-20,BUKOVIČKA 3,+381 64 700 6382,DragodanĐapović@gmail.com,744905
774,GajinDrobilović,2406927363843,Gajin,Drobilović,M,1927-06-24,GORNJI KRAJ 2 DEO 40,+381 66 156 2443,,704857
775,timotejpoli1906,2107962764485,Timotej,Polimčević,M,1962-07-21,BRAĆE MARKOVIĆ 2,+381 62 048 3712,,803251
776,ljubosavata7682,2806001055687,Ljubosava,Tapušković,F,2001-06-28,JNA 59,+381 60 761 0644,ljubosavata7682@yandex.ru,803260
777,NataMedenović,1706979625489,Nata,Medenović,F,1979-06-17,MILjKOVIĆA 49,+381 61 825 7633,NataMedenović@yandex.ru,704750
778,MilnaMastalović,0705982235900,Milna,Mastalović,F,1982-05-07,RUMSKA 21,+381 61 808 2527,MilnaMastalović@yandex.ru,804096
779,TrivunPopčević,1301963341748,Trivun,Popčević,M,1963-01-13,PETRA PETROVIĆA NJEGOŠA 16,+381 66 702 1125,,800902
780,LanaĆukalović,1105950457449,Lana,Ćukalović,F,1950-05-11,MARŠALA TITA 1,+381 66 501 3234,LanaĆukalović@gmail.com,804762
781,BerkoBralović,2303927752000,Berko,Bralović,M,1927-03-23,CARA LAZARA 93,+381 62 855 0548,,802883
782,srbijankama4677,1602967328149,Srbijanka,Matović,F,1967-02-16,POVRTARSKA 30,+381 60 427 2582,,802883
783,otašubipari5500,0302958642260,Otaš,Ubiparipović,M,1958-02-03,FRUŠKOGORSKA 22,+381 62 453 8340,otašubipari5500@yahoo.com,803502
784,BrankaLiculović,0409979768371,Branka,Liculović,F,1979-09-04,LJUBE STANKOVIĆ 4,+381 62 705 5747,BrankaLiculović@hotmail.com,800902
785,dušankaroga4528,0602964789027,Dušanka,Rogačević,F,1964-02-06,GAVRILA PRINCIPA 46,+381 63 223 4722,,802883
786,CvetošAdamović,2307942972928,Cvetoš,Adamović,M,1942-07-23,CARA LAZARA 200,+381 62 754 3046,,802883
787,zdravkabest6006,3007978399692,Zdravka,Bestudović,F,1978-07-30,IVE ANDRIĆA 21,+381 65 871 6455,zdravkabest6006@yandex.ru,802883
788,DraganBudićević,1906931300304,Dragan,Budićević,M,1931-06-19,VOJVODE PUTNIKA 30,+381 66 242 0428,,802875
789,GačaPreradović,0904929493171,Gača,Preradović,M,1929-04-09,CARA LAZARA 27,+381 60 647 3567,,802859
790,RadanNicović,0307954181298,Radan,Nicović,M,1954-07-03,DR JANKA GOMBARA 73,+381 60 261 2457,,802794
791,sekanaradel498,2312940647521,Sekana,Radeljević,F,1940-12-23,NARODNOG FRONTA 60,+381 61 537 4478,,804827
792,KosankaMilković,1504947369899,Kosanka,Milković,F,1947-04-15,KOSAČKA 30,+381 60 163 2043,,800473
793,IvaRafajlović,2010992573515,Iva,Rafajlović,M,1992-10-20,VLADIMIRA ROLOVIĆA 14,+381 67 618 8108,IvaRafajlović@hotmail.com,804827
794,dragutinsti9739,2611005121090,Dragutin,Stijović,M,2005-11-26,MAJEVIČKA 10,+381 63 376 6300,dragutinsti9739@gmail.com,800473
795,grozdanvrca3200,1205995712821,Grozdan,Vrcalović,M,1995-05-12,ZORKINA 63,+381 62 581 7405,grozdanvrca3200@gmail.com,804614
796,VuleStajević,3108952750564,Vule,Stajević,M,1952-08-31,CVETKA MANOJLOVIĆA 18,+381 63 255 4152,,804614
797,stevanijako9315,3005982648948,Stevanija,Konjaković,F,1982-05-30,PROLETERSKIH BRIGADA 70,+381 64 041 8571,stevanijako9315@yahoo.com,804614
798,njegoslavan8897,2002960568699,Njegoslava,Nidžović,F,1960-02-20,IVANA KUKULJEVIĆA 15,+381 60 508 5207,,804614
799,veliborkapa7803,2405981138501,Veliborka,Paunković,F,1981-05-24,TRAVNIČKA 8,+381 62 227 3015,veliborkapa7803@gmail.com,804614
800,sunčanicake7223,1908995677728,Sunčanica,Kezović,F,1995-08-19,JOKAI MORA 35,+381 65 222 5722,sunčanicake7223@yahoo.com,804614
801,jagodinkašć3727,1901956967476,Jagodinka,Šćepanović,F,1956-01-19,ALBE VIDAKOVIĆA 13,+381 68 112 4578,,804614
802,srećkojanče3274,3010954691225,Srećko,Jančetović,M,1954-10-30,PLITVIČKA 30A,+381 68 741 4357,,804614
803,RoksaKosačević,0404957157691,Roksa,Kosačević,F,1957-04-04,JANOŠA ARANJA 7,+381 65 374 6117,RoksaKosačević@mail.ru,804614
804,pavlijavuka6623,2603934006762,Pavlija,Vukasović,F,1934-03-26,NADE DIMIĆ 66,+381 65 878 5515,,804614
805,ljubomirsim5467,0902985732030,Ljubomir,Simonović,M,1985-02-09,SAVO KOVAČEVIĆ 34,+381 64 110 4308,ljubomirsim5467@gmail.com,802492
806,StanačaAksović,0211973495943,Stanača,Aksović,F,1973-11-02,JOVAN TOMAŠEVIĆ 28,+381 69 561 8738,StanačaAksović@mail.ru,802492
807,SovkaKonjaković,0112939629047,Sovka,Konjaković,F,1939-12-01,NIKOLA ĐURKOVIĆ 5,+381 61 251 7828,,802492
808,TeofilKalušević,2811932061284,Teofil,Kalušević,M,1932-11-28,PETAR DRAPŠIN 3,+381 67 360 5874,,802492
809,raduškavalj8898,0708954785925,Raduška,Valjarević,F,1954-08-07,PLATE DOBROJEVIĆA 41,+381 68 841 3183,,804614
810,BlažeMakočević,1401003601054,Blaže,Makočević,M,2003-01-14,MAJŠANSKI PUT 60,+381 68 333 7031,BlažeMakočević@hotmail.com,804614
811,borikakelja8109,0710944725556,Borika,Keljanović,F,1944-10-07,LJERMONTOVA 17,+381 61 403 2074,borikakelja8109@hotmail.com,804614
812,serafimsrbu9657,0308940434586,Serafim,Srbulović,M,1940-08-03,VENAC BRATSTVA I JEDINSTVA 139A,+381 67 452 1445,,804614
813,VojicaLepović,0301990324216,Vojica,Lepović,M,1990-01-03,PINKIJEVA 15A,+381 64 611 4118,VojicaLepović@mail.ru,801909
814,lilavasiljk4466,2410927166940,Lila,Vasiljkanović,F,1927-10-24,PEĐE JOVANOVIĆA 8,+381 65 002 3021,,800945
815,zlatomirkam801,2408976585400,Zlatomirka,Mrčković,F,1976-08-24,PARTIZANSKA 39,+381 60 214 2238,,802778
816,StepanZaković,0101975171550,Stepan,Zaković,M,1975-01-01,ALEKSANDRA SAŠE POPOVIĆA 1,+381 60 247 3363,,802778
817,melanijamin6894,0411930118369,Melanija,Minković,F,1930-11-04,POPOVIĆA KOMORAŠA 42,+381 60 432 0004,,802778
818,SvetiborČejović,0102005453575,Svetibor,Čejović,M,2005-02-01,VOJVODE PUTNIKA 12,+381 67 753 7554,SvetiborČejović@yandex.ru,800945
819,gajindivlja5782,2603938053398,Gajin,Divljaković,M,1938-03-26,RIT 30,+381 67 844 4816,,802816
820,brankajanče7754,0812967839252,Branka,Jančetović,F,1967-12-08,27. OKTOBRA 1944. 45A,+381 66 016 0220,brankajanče7754@yandex.ru,803634
821,radojlaantu3853,0410947507406,Radojla,Antušević,F,1947-10-04,KAPETANA BERIĆA 9,+381 65 306 4846,,802824
822,srboljubhrv4312,1905997161763,Srboljub,Hrvačević,M,1997-05-19,ILARIONA RUVARCA 2A,+381 61 531 7676,srboljubhrv4312@hotmail.com,802824
823,miroslavabe5128,0208926276681,Miroslava,Belović,F,1926-08-02,HADŽI RUVIMOVA 55,+381 68 287 3527,,802824
824,branislavmi4615,1306981842413,Branislav,Milenović,M,1981-06-13,ĐORĐA MAGARAŠEVIĆA 44,+381 67 343 7334,branislavmi4615@yandex.ru,802824
825,milojeslobo8995,0909986483766,Miloje,Slobodanović,M,1986-09-09,MARŠALA TITA 17,+381 66 787 1122,,801950
826,vidojkafran9798,2005973729486,Vidojka,Franculović,F,1973-05-20,LAZE NANČIĆA 28,+381 64 653 5202,vidojkafran9798@yandex.ru,802824
827,UgrinkaKaruović,3003982168765,Ugrinka,Karuović,F,1982-03-30,MIROSLAVA PRODANOVIĆA MICKA 16,+381 68 223 4808,UgrinkaKaruović@hotmail.com,802824
828,ŠanaSekerezović,0410943127487,Šana,Sekerezović,F,1943-10-04,ALEKSE NENADOVIĆA 39,+381 66 446 5548,,802824
829,GorčinBratović,2001955341986,Gorčin,Bratović,M,1955-01-20,VELIKI RIT 20,+381 69 163 8630,,802824
830,veronikatok6360,2611967545217,Veronika,Tokanović,F,1967-11-26,MILANA STANČIĆA 11,+381 69 065 4421,veronikatok6360@mail.ru,800619
831,PavleJorgović,0306951693103,Pavle,Jorgović,M,1951-06-03,SALAŠ 19,+381 68 504 4005,,800619
832,JanicaRondović,1608968778372,Janica,Rondović,F,1968-08-16,VINOGRADI 2 2,+381 64 871 7603,JanicaRondović@gmail.com,804649
833,CvetojeAbović,0904943044775,Cvetoje,Abović,M,1943-04-09,JUGOSLOVENSKE NARODNE ARMIJE 48,+381 67 200 8310,,804649
834,PejoAzdejković,0408992170244,Pejo,Azdejković,M,1992-08-04,ENGELSOVA 3,+381 64 265 7613,PejoAzdejković@yandex.ru,804649
835,MišaBelušević,3012975774587,Miša,Belušević,M,1975-12-30,OSLOBODILAČKA 57,+381 61 086 1343,MišaBelušević@yahoo.com,804649
836,EmilKalojević,2708997783372,Emil,Kalojević,M,1997-08-27,BELE KUNA 2,+381 60 332 0232,EmilKalojević@gmail.com,804592
837,PunanŠurbanović,2705001280459,Punan,Šurbanović,M,2001-05-27,GAVRILA PRINCIPA 7,+381 64 640 0220,PunanŠurbanović@yandex.ru,802867
838,BobanaVoinović,1105968406816,Bobana,Voinović,F,1968-05-11,DR SIME MILOŠEVIĆA 10,+381 60 005 2586,,802824
839,mijailoivaš7671,2908956964900,Mijailo,Ivašković,M,1956-08-29,PRERADOVIĆEVA 92A,+381 69 602 2878,,802832
840,mašanristiv8734,0608985690312,Mašan,Ristivojčević,M,1985-08-06,VEZIRAC 114A,+381 63 630 5880,mašanristiv8734@yahoo.com,802832
841,slađankažuj6423,2604954765603,Slađanka,Žujković,F,1954-04-26,PARTIZANSKA 2,+381 63 630 0235,,804665
842,žitomirvaki4601,3001959551163,Žitomir,Vakirević,M,1959-01-30,SVETOZARA MARKOVIĆA 34,+381 68 734 2835,,804053
843,NikšaZogović,0906978690650,Nikša,Zogović,M,1978-06-09,CARA LAZARA 45,+381 60 031 2623,NikšaZogović@mail.ru,804665
844,srbijankača7512,2211936735040,Srbijanka,Čakaranović,F,1936-11-22,LIČKA 29,+381 64 371 6860,,801780
845,atanasijaro3033,3112963037748,Atanasija,Rotarević,F,1963-12-31,BRAĆE MAŽAR 24,+381 63 205 3820,atanasijaro3033@gmail.com,802786
846,BorisVulanović,1509954583827,Boris,Vulanović,M,1954-09-15,POLJSKA 2,+381 66 062 6735,,800660
847,PoznanOdalović,0110970881978,Poznan,Odalović,M,1970-10-01,BEOGRADSKA 36,+381 63 556 5511,PoznanOdalović@yandex.ru,804479
848,VukićČimburović,1805938340081,Vukić,Čimburović,M,1938-05-18,STRANA KIRIŠKA 87,+381 60 260 7087,,802026
849,stamenkomil8017,1601995051254,Stamenko,Milovančević,M,1995-01-16,MOLNAROV ŠOR 4,+381 61 063 2410,stamenkomil8017@yahoo.com,802026
850,vidojkabogd6780,3110980937224,Vidojka,Bogdanović,F,1980-10-31,PUT KAPETANSKOG RITA 30,+381 61 142 4151,vidojkabogd6780@mail.ru,802026
851,zvjezdanaču9331,1508992026525,Zvjezdana,Čukanović,F,1992-08-15,BRANKA ĆOPIĆA 11,+381 64 223 5851,zvjezdanaču9331@hotmail.com,801771
852,MiroslavaRvović,0709951766909,Miroslava,Rvović,F,1951-09-07,4. JULA 100,+381 63 748 4763,,801771
853,isidorsablj6686,0302984372131,Isidor,Sabljarević,M,1984-02-03,LENJINOVA 19,+381 62 652 6308,,800988
854,LolaStamenović,0808997305936,Lola,Stamenović,F,1997-08-08,NEVENKE SEKULIĆ 9,+381 69 320 8312,LolaStamenović@yahoo.com,800988
855,plamenkakos8258,3003942438292,Plamenka,Kosačević,F,1942-03-30,ĐURE JAKŠIĆA 57,+381 60 482 5822,,801003
856,RadošVerenčević,0811960002471,Radoš,Verenčević,M,1960-11-08,UROŠA PREDIĆA 29,+381 62 282 0337,,801003
857,ZlatijaZucović,0705968415351,Zlatija,Zucović,F,1968-05-07,PAP PALA 30,+381 60 403 7666,ZlatijaZucović@yahoo.com,801976
858,veronikabuj5266,2701974468629,Veronika,Bujkanović,F,1974-01-27,STUPAČKA 11,+381 63 838 5238,veronikabuj5266@yahoo.com,701823
859,GrozdaTaranović,2505006675265,Grozda,Taranović,F,2006-05-25,ŽRTAVA FAŠIZMA 9,+381 68 251 1734,GrozdaTaranović@hotmail.com,701629
860,lučavukosla5748,0402978307069,Luča,Vukoslavović,F,1978-02-04,BIJORI 8,+381 63 500 4403,lučavukosla5748@mail.ru,701645
861,radoslavkaš1096,0911006077009,Radoslavka,Šutanović,F,2006-11-09,OPALJENIK 74,+381 62 737 5611,radoslavkaš1096@yahoo.com,716359
862,vasilkalešk7997,0409974477758,Vasilka,Leškinović,F,1974-09-04,PRILIKE 52,+381 62 667 5575,vasilkalešk7997@mail.ru,716383
863,MiloČičanović,0411953151646,Milo,Čičanović,M,1953-11-04,SUNČANA 24,+381 68 407 1436,,701777
864,simonatešma9911,0807973736188,Simona,Tešmanović,F,1973-07-08,ROKCI 76,+381 68 535 0538,simonatešma9911@yandex.ru,716421
865,NebojšaDrljević,0407972033296,Nebojša,Drljević,M,1972-07-04,BRANKA ĆOPIĆA 5,+381 67 618 0325,,725781
866,DujakTobović,0704974850813,Dujak,Tobović,M,1974-04-07,BRAĆE DMITROVIĆ 5A,+381 66 318 7607,DujakTobović@hotmail.com,725889
867,milašinmeda9752,3107935591294,Milašin,Medaković,M,1935-07-31,CERSKA 45,+381 60 801 4867,,708429
868,VesnaRadančević,0908977137881,Vesna,Radančević,F,1977-08-09,VINOGRADI 54,+381 66 078 4102,VesnaRadančević@hotmail.com,723134
869,ružicastois5266,0605997416373,Ružica,Stoisavljević,F,1997-05-06,MILANA STANIŠIĆA 77,+381 68 703 8830,ružicastois5266@yandex.ru,728276
870,kiriloborka4766,1706927192625,Kirilo,Borkanović,M,1927-06-17,TOPLIČKI PUT 131,+381 60 630 2132,,728128
871,PetakVranjković,1011999872816,Petak,Vranjković,M,1999-11-10,BRĐANSKA 78,+381 64 664 1127,PetakVranjković@yandex.ru,726176
872,bratoljubku1168,2808932733370,Bratoljub,Kuzović,M,1932-08-28,KULENOVAČKA 58,+381 63 481 6503,,728373
873,bratovanzla2737,1801961231720,Bratovan,Zlatojević,M,1961-01-18,STEVANA BOROTE 15,+381 63 561 1023,bratovanzla2737@yandex.ru,744883
874,RaduškaDrešević,2008928495090,Raduška,Drešević,F,1928-08-20,MOJSINJE 9,+381 61 768 2588,,704628
875,olgicajerot7874,1512971116552,Olgica,Jerotijević,F,1971-12-15,PAJIĆA KRAJ 12,+381 64 776 1116,,744743
876,MiroMašojević,1307958260979,Miro,Mašojević,M,1958-07-13,GRABOVAČKA 211,+381 61 536 1084,,704628
877,gradetačedo5736,1103958444754,Gradeta,Čedomirović,M,1958-03-11,KRNJEŠEVAČKA 123,+381 67 088 2644,gradetačedo5736@yahoo.com,803316
878,MašanMacanović,0508959792612,Mašan,Macanović,M,1959-08-05,RAJE POPOVIĆA 7,+381 64 031 1088,MašanMacanović@yahoo.com,704679
879,krunoslavka2226,0806955616339,Krunoslavka,Stevanović,F,1955-06-08,NIKOLE TESLE 33,+381 69 431 6026,krunoslavka2226@gmail.com,726176
880,slobodankam3264,2202957929704,Slobodanka,Miličević,F,1957-02-22,BOGOVAĐA 179,+381 60 507 4554,,723096
881,arseniježeb5548,1802991570485,Arsenije,Žebeljanović,M,1991-02-18,PUT ZA MIOKOVCE 97,+381 63 131 3876,arseniježeb5548@hotmail.com,745804
882,ozrenstanar4299,0707936851945,Ozren,Stanarčević,M,1936-07-07,GORIČKA 7,+381 63 234 0142,,726346
883,dabišajakov560,1411940354269,Dabiša,Jakovljević,M,1940-11-14,MALA DIČINA 9,+381 62 160 3318,,713309
884,todorakipri2737,1911959209256,Todora,Kiprijanović,F,1959-11-19,DIMITRIJA TUCOVIĆA 15,+381 63 818 2766,todorakipri2737@mail.ru,704091
885,PerunBečanović,0103999871778,Perun,Bečanović,M,1999-03-01,VOJVODE STEPE 2,+381 66 381 3023,PerunBečanović@yandex.ru,704091
886,RadošŠtrbanović,0907931913150,Radoš,Štrbanović,M,1931-07-09,ULICA 1 4A,+381 63 610 2466,,704679
887,višeslavako7816,2306936455624,Višeslava,Kozoderović,F,1936-06-23,VOJVODE STEPE 23A,+381 69 625 5437,,704741
888,VukolaĆebović,0311994050210,Vukola,Ćebović,M,1994-11-03,BAČEVIČKA 59,+381 62 512 1803,VukolaĆebović@yandex.ru,704733
889,VeronikaPijović,2806956897710,Veronika,Pijović,F,1956-06-28,GVOZDENOVIĆA PUT 33,+381 64 755 7105,VeronikaPijović@hotmail.com,704733
890,milanostrov8009,1112938830948,Milan,Ostrovljanović,M,1938-12-11,SAVSKA 123,+381 60 124 6642,,704652
891,anastasijav5416,2305927828380,Anastasija,Vicković,F,1927-05-23,SAVSKA 103,+381 60 341 2147,,704652
892,andrejvidač3870,0107953153416,Andrej,Vidačković,M,1953-07-01,BRAĆE GAVRAJIĆ 13,+381 64 656 1832,,703842
893,krunislavvi4628,1503006621590,Krunislav,Vidičević,M,2006-03-15,NOVA 25 22,+381 60 533 0565,krunislavvi4628@hotmail.com,703915
894,VasiljkoMršević,2409930484421,Vasiljko,Mršević,M,1930-09-24,JANKA ČMELIKA 14,+381 62 516 2776,,703869
895,BrankaBuzaković,0407000975888,Branka,Buzaković,F,2000-07-04,BRANKA RADIČEVIĆA 85,+381 68 524 0044,BrankaBuzaković@hotmail.com,804401
896,rajkamarinj2857,2811937499584,Rajka,Marinjesković,F,1937-11-28,NIŠKA 222,+381 67 248 1827,,704695
897,dragomirbar903,2502982304748,Dragomir,Baronović,M,1982-02-25,GARDOŠKA 17,+381 61 327 5537,,704687
898,GoricaHrkalović,2412937989912,Gorica,Hrkalović,F,1937-12-24,POSAVSKIH PARTIZANA 54,+381 69 068 4447,,704563
899,SaraDivljanović,0711962695456,Sara,Divljanović,F,1962-11-07,SAVSKA 4,+381 61 884 8287,SaraDivljanović@yandex.ru,704563
900,nevenakukur4304,1902995246684,Nevena,Kukureković,F,1995-02-19,SRETENJSKA 21,+381 63 746 1762,nevenakukur4304@mail.ru,703869
901,UgrinjaGarčević,2202000077442,Ugrinja,Garčević,F,2000-02-22,CRNOGORSKA 50,+381 66 224 3773,UgrinjaGarčević@yandex.ru,804401
902,slavojkafil250,2203991705865,Slavojka,Filimonović,F,1991-03-22,ŽELEZNIČKA 87B,+381 68 517 4374,slavojkafil250@gmail.com,703907
903,zorislavatr8317,0409003896347,Zorislava,Tričković,F,2003-09-04,PEŠTERSKA 152,+381 61 854 0554,zorislavatr8317@yandex.ru,744123
904,prvoslavkab6108,2801995457002,Prvoslavka,Baljević,F,1995-01-28,MALA RAVAN 85,+381 64 465 8453,prvoslavkab6108@gmail.com,744069
905,željanaraos1268,0211960039288,Željana,Raosavljević,F,1960-11-02,DRAGA 99,+381 61 387 4730,,743542
906,ojdanapelve4870,0603967516582,Ojdana,Pelverović,F,1967-03-06,TIJOSAVA JAKOVLJEVIĆA 25B,+381 65 836 2612,,725820
907,kovanaliksa4944,2112940446883,Kovana,Liksarević,F,1940-12-21,NIKOLE TESLE 15,+381 61 446 0774,,725935
908,georgijebor3073,3101934992991,Georgije,Bordejević,M,1934-01-31,SITNIČE 230,+381 62 407 1347,,730904
909,DevaLomović,1808966167500,Deva,Lomović,F,1966-08-18,ORAŠE 118,+381 67 366 0443,DevaLomović@yandex.ru,743852
910,VitkaKožović,2104958689249,Vitka,Kožović,F,1958-04-21,IZROK 8,+381 66 460 2668,VitkaKožović@yandex.ru,743640
911,NatalijaVasović,2108997619825,Natalija,Vasović,F,1997-08-21,LUKARSKO GOŠEVO 50,+381 62 212 3352,NatalijaVasović@gmail.com,730530
912,AnkaBolević,2411963555195,Anka,Bolević,F,1963-11-24,OHOLJE 14,+381 63 763 3506,AnkaBolević@gmail.com,730661
913,milenijaara439,1304968216977,Milenija,Aranitović,F,1968-04-13,MUR 809,+381 61 144 3773,,730564
914,milisavkagr1224,0804998225951,Milisavka,Grabović,F,1998-04-08,411 23D,+381 62 500 3021,milisavkagr1224@yandex.ru,730602
915,ZlatojeVeljović,2404931593330,Zlatoje,Veljović,M,1931-04-24,DR. EJUPA MUŠOVIĆA 116A,+381 64 807 0234,,730602
916,VatoljJakovović,0210966742533,Vatolj,Jakovović,M,1966-10-02,VUČIĆEVIĆA PUT 16,+381 66 035 5628,,745936
917,ProdanaJordović,1502992266606,Prodana,Jordović,F,1992-02-15,MILUTINA VUJOVIĆA 63,+381 68 180 7567,ProdanaJordović@yandex.ru,746061
918,zorislavaka3699,0201000885046,Zorislava,Kaloštrović,F,2000-01-02,JAKOVA ALBAHARIJA 4A,+381 68 073 6605,zorislavaka3699@yahoo.com,746061
919,KaticaPrelević,1512000939570,Katica,Prelević,F,2000-12-15,ŽANKE STOKIĆ 3,+381 68 215 2662,KaticaPrelević@mail.ru,746061
920,solumijavul927,0503968706090,Solumija,Vuletović,F,1968-03-05,PUT ZA VALJEVO 45,+381 66 573 6483,solumijavul927@yandex.ru,746045
921,BojkaSrđević,2605002918773,Bojka,Srđević,F,2002-05-26,DIČINSKA 18,+381 69 626 4485,BojkaSrđević@yahoo.com,713198
922,VinkaSrezojević,2609973685415,Vinka,Srezojević,F,1973-09-26,ČEDE POLKIĆA 1,+381 60 783 7358,VinkaSrezojević@gmail.com,704091
923,vidoslavmra4813,1311943060406,Vidoslav,Mračević,M,1943-11-13,KRIVAJSKA 7,+381 68 323 5062,vidoslavmra4813@gmail.com,704091
924,DražaBurinović,1412979241583,Draža,Burinović,M,1979-12-14,KOLUBARSKI TRG 269,+381 67 283 2820,DražaBurinović@gmail.com,704113
925,lučijavukos6176,1008003859191,Lučija,Vukoslavović,F,2003-08-10,JEROTIJEVIĆA PUT 13,+381 64 115 4754,lučijavukos6176@hotmail.com,745421
926,VlaškoČevizović,0207976680799,Vlaško,Čevizović,M,1976-07-02,JOSIFA PANČIĆA 4,+381 60 562 6650,VlaškoČevizović@yandex.ru,746061
927,VlastaIvković,1211974698713,Vlasta,Ivković,F,1974-11-12,POTES SPOMEN PARK 31,+381 65 564 5824,VlastaIvković@yahoo.com,746061
928,ilinapastro9749,1301947339404,Ilina,Pastronjević,F,1947-01-13,ŽIVOTE ŠIBALIĆA 14,+381 68 372 1012,,746061
929,TošoMićašević,0101972110463,Tošo,Mićašević,M,1972-01-01,LJUBIĆSKA 29,+381 61 417 0724,TošoMićašević@yandex.ru,746061
930,stakapartal902,0204925668934,Staka,Partaljević,F,1925-04-02,VOJINA PROPADOVIĆA 5,+381 61 326 1576,stakapartal902@yandex.ru,746061
931,VladanBenović,2908992300365,Vladan,Benović,M,1992-08-29,RADOSLAVA I SREDOJA KOVAČEVIĆA 20,+381 68 408 6525,VladanBenović@gmail.com,746061
932,FemaBrđović,1507959115406,Fema,Brđović,F,1959-07-15,KNEZA MILOŠA 46,+381 67 481 5254,FemaBrđović@yahoo.com,713546
933,dragomirane3929,1010990349287,Dragomira,Nejković,F,1990-10-10,USTANIČKA 6,+381 69 243 1250,dragomirane3929@gmail.com,703966
934,ognjenkaćuk9275,0608978657280,Ognjenka,Ćukalović,F,1978-08-06,LIVADSKA 62,+381 60 312 6214,ognjenkaćuk9275@yahoo.com,704130
935,poznanmikos8280,1609005642771,Poznan,Mikosavljević,M,2005-09-16,PRVOMAJSKA 10,+381 65 205 0022,poznanmikos8280@yandex.ru,704229
936,srbislavbrk1690,1701956440658,Srbislav,Brkanović,M,1956-01-17,MILIJANA MATIĆA 2,+381 60 435 0068,,703559
937,slavoljubra8216,3112006861047,Slavoljub,Rakčević,M,2006-12-31,DRUGA NOVOGRADSKA 4,+381 68 756 1308,slavoljubra8216@yandex.ru,704008
938,ljubisavkao3654,0505973427762,Ljubisavka,Ognjević,F,1973-05-05,KLENIĆKA 63,+381 66 576 4745,ljubisavkao3654@yahoo.com,704130
939,LolaŠutović,1701950200923,Lola,Šutović,M,1950-01-17,MILIVOJA STEKIĆA 27,+381 66 815 1028,,703559
940,jovicavojim8112,1011992330864,Jovica,Vojimirović,M,1992-11-10,MILIVOJA STEKIĆA 13,+381 66 258 6367,jovicavojim8112@mail.ru,703559
941,MilašSanadrović,2707950980913,Milaš,Sanadrović,M,1950-07-27,SVETOG SAVE 13,+381 60 462 1127,,704725
942,stefanijajo9733,0809963969516,Stefanija,Jošević,F,1963-09-08,VINOGRADSKA 3A,+381 68 166 0078,,703907
943,TrivkoPrvulović,1903940283452,Trivko,Prvulović,M,1940-03-19,JOVANA BRANKOVIĆA 30,+381 67 058 0544,,791059
944,MirenPuranović,1807985744443,Miren,Puranović,M,1985-07-18,VOJVODE NOVAKA 13 DEO 22,+381 63 842 3527,MirenPuranović@yandex.ru,791059
945,PantoBogatović,0610928040077,Panto,Bogatović,M,1928-10-06,JOVANA JOVANOVIĆA ZMAJA 12,+381 68 376 4316,,804436
946,EvankaBerdović,2309942246733,Evanka,Berdović,F,1942-09-23,DIMITRIJA TUCOVIĆA 56,+381 68 646 3466,EvankaBerdović@gmail.com,804436
947,stevankorka8894,1907942334669,Stevan,Korkanović,M,1942-07-19,MAKSIMA BRANKOVIĆA 1 DEO 11,+381 69 776 6125,,791059
948,božanahrnja4283,1503944059892,Božana,Hrnjaković,F,1944-03-15,VOJVODE NOVAKA 2 DEO 10,+381 66 383 5308,,791059
949,pejkaradulj966,1212961986400,Pejka,Raduljesković,F,1961-12-12,RAJEVAČKA 4,+381 65 776 7666,pejkaradulj966@hotmail.com,704202
